score
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
99
98
98
98
98
98
98
96
95
95
95
95
95
95
95
95
95
95
95
95
95
95
95
95
94
93
92
92
91
90
90
90
90
90
90
90
90
90
90
90
90
90
90
88
85
85
80
80
80
80
80
80
80
80
80
80
70
70
60
60
